city_id,city_name,country_name,country_id
49,Prefeitura Municipal de Sertãozinho,Brazil,3
50,Prefeitura de Pilões,Brazil,3
51,Ayuntamiento de Celaya,Mexico,10
52,Metropolitan Municipality of Lima,Peru,13
53,City of Buenos Aires,Argentina,1
54,Gobierno Municipal de Toluca de Lerdo,Mexico,10
55,Alcaldía de Sincelejo,Colombia,5
56,Municipalidad de Peñalolén,Chile,4
57,Municipality of Recife,Brazil,3
58,General Pueyrredon,Argentina,1
59,Intendencia de Montevideo,Uruguay,14
60,Prefeitura Municipal de Boa Vista,Brazil,3
61,Municipalidad de La Paz,Bolivia,2
62,Prefeitura de Curvelo,Brazil,3
63,Municipality of Medellín,Colombia,5
64,Prefeitura de Alexânia,Brazil,3
65,Prefeitura de São Paulo,Brazil,3
66,Prefeitura de Betim,Brazil,3
67,Gobierno Municipal de León de los Aldamas,Mexico,10
68,Municipalidad de Belén,Costa Rica,6
69,Alcaldia de Manizales,Colombia,5
70,Goicoechea,Costa Rica,6
71,Junta Intermunicipal de la Región Norte del Estado de Jalisco (JINOR),Mexico,10
72,Municipalidad de Concepción,Chile,4
73,Alcaldia de Manizales,Colombia,5
74,Municipality of Santa Catarina,Mexico,10
75,Valle de Santiago,Mexico,10
76,Valle de Santiago,Mexico,10
77,Renca,Chile,4
78,Itagüí,Colombia,5
79,Municipio La Chorrera,Panama,11
80,Alcaldia de Rionegro,Colombia,5
81,Ciudad de Juárez,Mexico,10
82,Mongui,Colombia,5
83,Guarco,Costa Rica,6
84,Alcaldia de Manizales,Colombia,5
85,Ayuntamiento de Culiacán,Mexico,10
86,Municipality of Rauch,Argentina,1
87,Rio das Flores,Brazil,3
88,Region Metropolitana de Guadalajara,Mexico,10
89,Camilo Aldao,Argentina,1
90,Prefeitura de Rolândia,Brazil,3
91,Metropolitan Municipality of Lima,Peru,13
92,Municipality of Ambato,Ecuador,7
93,Prefeitura de Pilões,Brazil,3
94,Ayuntamiento de Morelia,Mexico,10
95,Arteaga,Argentina,1
96,Municipalidad de la Ciudad de Neuquén,Argentina,1
97,Ciudad de Juárez,Mexico,10
98,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,10
99,Municipalidad de Avellaneda,Argentina,1
100,Ayuntamiento de San Luis Potosí,Mexico,10
101,Prefeitura de Brumadinho,Brazil,3
102,Girardota,Colombia,5
103,Distrito Metropolitano de Quito,Ecuador,7
104,Ayuntamiento de San Luis Potosí,Mexico,10
105,Aipromades Lago de Chapala,Mexico,10
106,Prefeitura de Campo Grande,Brazil,3
107,Municipio de Colima,Mexico,10
108,Municipalidad de La Unión,Costa Rica,6
109,Alcaldía de Tegucigalpa,Honduras,9
110,Municipalidad de Peñalolén,Chile,4
111,Ayuntamiento de Culiacán,Mexico,10
112,Prefeitura de São Leopoldo,Brazil,3
113,Prefeitura Municipal de Sumaré,Brazil,3
114,Municipio de Tierras Altas,Panama,11
115,Municipalidad de Cañas,Costa Rica,6
116,Municipality of Tópaga,Colombia,5
117,Municipalidad de Peñalolén,Chile,4
118,Municipio de Loja,Ecuador,7
119,Municipalidad de Santiago,Chile,4
120,Metropolitan Municipality of Lima,Peru,13
121,Distrito Metropolitano de Quito,Ecuador,7
122,Ayuntamiento de Zapopan,Mexico,10
123,Alcaldia de Manizales,Colombia,5
124,San Antonio,Chile,4
125,Municipalidad de Portoviejo,Ecuador,7
126,Municipalidad de La Paz,Bolivia,2
127,Municipio de Loja,Ecuador,7
128,Alcaldia de Mosquera,Colombia,5
129,Prefeitura de Campo Grande,Brazil,3
130,Municipality of Campinas,Brazil,3
131,Ramona,Argentina,1
132,Prefeitura de Osasco,Brazil,3
133,Ayuntamiento de Victoria (Tamaulipas),Mexico,10
134,Santa Bárbara (Costa Rica),Costa Rica,6
135,San Sebastián de Mariquita,Colombia,5
136,Crespo,Argentina,1
137,Municipio de Chitré,Panama,11
138,Prefeitura de Lorena,Brazil,3
139,Zarcero,Costa Rica,6
140,Alcaldia de Pasto,Colombia,5
141,Municipalidad Venado Tuerto,Argentina,1
142,Ayuntamiento de Hermosillo,Mexico,10
143,Gobierno Municipal de León de los Aldamas,Mexico,10
144,Municipalidad de Independencia,Chile,4
145,Alcaldía de Villavicencio,Colombia,5
146,Mexico City,Mexico,10
147,Montes de Oca,Costa Rica,6
148,Alcaldía de Florencia,Colombia,5
149,Prefeitura de Abaetetuba,Brazil,3
150,Floresta,Colombia,5
151,Municipalidad de Temuco,Chile,4
152,Municipality of Caldas,Colombia,5
153,Prefeitura de Canápolis,Brazil,3
154,Municipality of Campinas,Brazil,3
155,Municipality of Ambato,Ecuador,7
156,Alcaldia de Rionegro,Colombia,5
157,Manta,Ecuador,7
158,Puerto Varas,Chile,4
159,Municipalidad de Belén,Costa Rica,6
160,Gobierno Municipal de León de los Aldamas,Mexico,10
161,Mexico City,Mexico,10
162,Municipalidad de Avellaneda,Argentina,1
163,Municipio de Iztapa,Guatemala,8
164,Municipio de Iztapa,Guatemala,8
165,Municipalidad de Independencia,Chile,4
166,Región Metropolitana de Santiago,Chile,4
167,Ayuntamiento de Apodaca,Mexico,10
168,Municipalidad de Santiago de Surco,Peru,13
169,City of Salvador,Brazil,3
170,Alcaldia de Montería,Colombia,5
171,Nueva Concepción,Guatemala,8
172,Ayuntamiento de San Luis Potosí,Mexico,10
173,Renca,Chile,4
174,Alcaldía de Panamá,Panama,11
175,Ayuntamiento de San Luis Potosí,Mexico,10
176,Prefeitura de Itá,Brazil,3
177,Chacabuco,Argentina,1
178,Municipality of Patagones,Argentina,1
179,Prefeitura de São Leopoldo,Brazil,3
180,Mexico City,Mexico,10
181,Municipalidad Distrital de La Molina,Peru,13
182,Renca,Chile,4
183,General Pueyrredon,Argentina,1
184,Alcaldía de Florencia,Colombia,5
185,Municipalidad de San José,Costa Rica,6
186,Municipio de Mérida,Mexico,10
187,Ciudad de Asunción,Paraguay,12
188,Municipality of Medellín,Colombia,5
189,Municipalidad de Tampico,Mexico,10
190,Alcaldia de Pasto,Colombia,5
191,Prefeitura de Extrema,Brazil,3
192,Región Metropolitana de Santiago,Chile,4
193,Alcaldía de Panamá,Panama,11
194,Ayuntamiento de Tonalá,Mexico,10
195,Municipalidad de Peñalolén,Chile,4
196,Prefeitura de Campo Grande,Brazil,3
197,Municipality of San Antonio de Areco,Argentina,1
198,Prefeitura de Engenheiro Coelho,Brazil,3
199,Municipalidad de Independencia,Chile,4
200,Alcaldía Distrital de Barranquilla,Colombia,5
201,City of Monterrey,Mexico,10
202,Crespo,Argentina,1
203,Municipalidad de la Ciudad de Neuquén,Argentina,1
204,Municipalidad de Comas,Peru,13
205,Prefeitura de Pau Brasil,Brazil,3
206,Prefeitura de Canápolis,Brazil,3
207,Prefeitura de São Leopoldo,Brazil,3
208,Alcaldia de Mosquera,Colombia,5
209,Alcaldia de Rionegro,Colombia,5
210,Municipalidad de Belén,Costa Rica,6
211,Prefeitura Municipal de Caieiras,Brazil,3
212,Gámeza,Colombia,5
213,Municipio de Santa Catarina Pinula,Guatemala,8
214,Municipalidad de Puerto Barrios,Guatemala,8
215,Prefeitura de Jundiaí,Brazil,3
216,Rio das Flores,Brazil,3
217,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,10
218,Alcaldia de Manizales,Colombia,5
219,Tilarán,Costa Rica,6
220,Prefeitura de Itatiba,Brazil,3
221,Municipalidad de Temuco,Chile,4
222,Municipio La Chorrera,Panama,11
223,Prefeitura de Vitória,Brazil,3
224,Municipio de Cajamarca,Colombia,5
225,Municipalidad de Concepción,Chile,4
226,Alcaldía de Ibagué,Colombia,5
227,Municipalidad de Providencia,Chile,4
228,Reconquista,Argentina,1
229,Prefeitura de Manaus,Brazil,3
230,Mongua,Colombia,5
231,Municipalidad de Belén,Costa Rica,6
232,San Bernardo,Chile,4
233,Prefeitura de Rolândia,Brazil,3
234,Prefeitura de Pedreira,Brazil,3
235,Santa Fé Ciudad,Argentina,1
236,Oreamuno,Costa Rica,6
237,Alcaldía de Sincelejo,Colombia,5
238,Prefeitura Municipal de Sertãozinho,Brazil,3
239,Comodoro Rivadavia,Argentina,1
240,Prefeitura de Aracaju,Brazil,3
241,Municipalidad Cerro Navia,Chile,4
242,Municipality of San Martín de los Andes,Argentina,1
243,Prefeitura de Brumadinho,Brazil,3
244,San Sebastián de Mariquita,Colombia,5
245,Municipalidad de Belén,Costa Rica,6
246,Municipalidad de Desamparados,Costa Rica,6
247,Municipalidad de Miraflores,Peru,13
248,Municipalidad de Desamparados,Costa Rica,6
249,Nueva Concepción,Guatemala,8
250,Prefeitura de Pato Branco,Brazil,3
251,San Antonio,Chile,4
252,Ayuntamiento de Chihuahua,Mexico,10
253,Municipality of Fortaleza,Brazil,3
254,Alcaldia de Cartago,Colombia,5
255,Prefeitura de Florianópolis,Brazil,3
256,Municipalidad de Magdalena del Mar,Peru,13
257,Municipalidad Venado Tuerto,Argentina,1
258,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico,10
259,Alcaldía de Yopal,Colombia,5
260,Prefeitura de Palmas,Brazil,3
261,Guatemala City,Guatemala,8
262,San Antonio,Chile,4
263,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico,10
264,Municipalidad de Copiapó,Chile,4
265,Prefeitura da Estância Turística de ITU,Brazil,3
266,San Rafael de Heredia,Costa Rica,6
267,Municipalidad de Independencia (Peru),Peru,13
268,Prefeitura do Rio de Janeiro,Brazil,3
269,Municipalidad de Comas,Peru,13
270,Municipality of Belo Horizonte,Brazil,3
271,Gámeza,Colombia,5
272,Municipality of Belo Horizonte,Brazil,3
273,Prefeitura Municipal de Araçatuba,Brazil,3
274,Alcaldía de Cúcuta,Colombia,5
275,Itagüí,Colombia,5
276,Alcaldia de Rionegro,Colombia,5
277,Prefeitura de Guanhães,Brazil,3
278,Prefeitura de Canápolis,Brazil,3
279,Municipality of San Pedro Tlaquepaque,Mexico,10
280,Municipality of Rauch,Argentina,1
281,Prefeitura Municipal de Sertãozinho,Brazil,3
282,Prefeitura de Campina Grande,Brazil,3
283,Municipality of Rauch,Argentina,1
284,Prefeitura de Curvelo,Brazil,3
285,Renca,Chile,4
286,Crespo,Argentina,1
287,Prefeitura de Engenheiro Coelho,Brazil,3
288,Prefeitura de Nova Santa Rita,Brazil,3
289,Alcaldía Distrital de Santa Marta,Colombia,5
290,Municipio de Bucaramanga,Colombia,5
291,Godoy Cruz,Argentina,1
292,Alcaldía de Tegucigalpa,Honduras,9
293,Municipality of Medellín,Colombia,5
294,Municipalidad de Machu Picchu,Peru,13
295,Municipality of Tópaga,Colombia,5
296,Alcaldía de Yopal,Colombia,5
297,Municipalidad Venado Tuerto,Argentina,1
298,Crespo,Argentina,1
299,Municipalidad de San José,Costa Rica,6
300,Municipalidad de Independencia,Chile,4
301,Prefeitura de Duque de Caxias,Brazil,3
302,Prefeitura de São Cristóvão,Brazil,3
303,Prefeitura do Rio de Janeiro,Brazil,3
304,Prefeitura de Itá,Brazil,3
305,Alcaldia de Rionegro,Colombia,5
306,Puerto Varas,Chile,4
307,Prefeitura Municipal de João Pessoa,Brazil,3
308,Prefeitura de Sorocaba,Brazil,3
309,Municipalidad de Concepción,Chile,4
310,Renca,Chile,4
311,Mexico City,Mexico,10
312,Godoy Cruz,Argentina,1
313,Reconquista,Argentina,1
314,Prefeitura de Manaus,Brazil,3
315,Prefeitura do Rio de Janeiro,Brazil,3
316,Prefeitura de Osasco,Brazil,3
317,Alcaldia de Montería,Colombia,5
318,Prefeitura de Serra Talhada,Brazil,3
319,Valle de Santiago,Mexico,10
320,Mongui,Colombia,5
321,Prefeitura do Rio de Janeiro,Brazil,3
322,Gobierno Municipal de León de los Aldamas,Mexico,10
323,Camilo Aldao,Argentina,1
324,Municipalidad de Santiago de Surco,Peru,13
325,Prefeitura do Rio de Janeiro,Brazil,3
326,Itagüí,Colombia,5
327,Ciudad de Juárez,Mexico,10
328,Municipalidad de Peñalolén,Chile,4
329,Ciudad de Mendoza,Argentina,1
330,Municipio de San Pedro de Urabá,Colombia,5
331,City of Buenos Aires,Argentina,1
332,Alcaldia de Mosquera,Colombia,5
333,Municipalidad de Talca,Chile,4
334,Corrales,Colombia,5
335,Prefeitura de Campina Grande,Brazil,3
336,Municipalidad de Quepos,Costa Rica,6
337,Prefeitura de Porto Velho,Brazil,3
338,Município de Aparecida,Brazil,3
339,Prefeitura de Engenheiro Coelho,Brazil,3
340,Renca,Chile,4
341,Prefeitura Municipal de São José dos Campos,Brazil,3
342,Prefeitura de Betim,Brazil,3
343,Prefeitura de São Luís,Brazil,3
344,Municipality of Santa Catarina,Mexico,10
345,Prefeitura do Município de Maringá,Brazil,3
346,Prefeitura de Passo de Torres,Brazil,3
347,Gobierno Autónomo Municipal de Tarija,Bolivia,2
348,Municipio de Torreón,Mexico,10
349,Godoy Cruz,Argentina,1
350,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,10
351,San Antonio,Chile,4
352,Ciudad de Asunción,Paraguay,12
353,Prefeitura de Presidente Prudente,Brazil,3
354,Alcaldía de Villavicencio,Colombia,5
355,Municipalidad de Belén,Costa Rica,6
356,Municipalidad de Avellaneda,Argentina,1
357,Alajuela,Costa Rica,6
358,Aipromades Lago de Chapala,Mexico,10
359,Ayuntamiento de Morelia,Mexico,10
360,Municipality of Recife,Brazil,3
361,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico,10
362,Municipality of Tópaga,Colombia,5
363,Municipalidad de Belén,Costa Rica,6
364,Prefeitura de Quissamã,Brazil,3
365,Municipalidad de San José,Costa Rica,6
366,Prefeitura de Itapoá,Brazil,3
367,Municipio de Colima,Mexico,10
368,Prefeitura de Ilhabela,Brazil,3
369,Prefeitura de Campina Grande,Brazil,3
370,Manta,Ecuador,7
371,Municipality of Rauch,Argentina,1
372,Prefeitura de Niterói,Brazil,3
373,Municipalidad de San Isidro (Lima),Peru,13
374,Prefeitura de São José dos Pinhais,Brazil,3
375,Santa Fé Ciudad,Argentina,1
376,Municipality of Recife,Brazil,3
377,Bogotá Distrito Capital,Colombia,5
378,Concejo Municipal de Distrito de Monte Verde,Costa Rica,6
379,Municipality of Caldas,Colombia,5
380,Alcaldia de Floridablanca,Colombia,5
381,Prefeitura Municipal de Canoas,Brazil,3
382,Prefeitura de Guanhães,Brazil,3
383,Municipalidad  de Rosario,Argentina,1
384,Prefeitura de São Leopoldo,Brazil,3
385,Prefeitura Municipal de Caieiras,Brazil,3
386,Municipio de Maneiro,Venezuela,15
387,Coatzacoalcos,Mexico,10
388,Prefeitura de Campina Grande,Brazil,3
389,Ayuntamiento de Cuernavaca,Mexico,10
390,Prefeitura de Itatiba,Brazil,3
391,Presidencia Municipal de Saltillo,Mexico,10
392,Godoy Cruz,Argentina,1
393,Municipality of Coronel Dominguez,Argentina,1
394,Municipalidad de San Carlos de Bariloche,Argentina,1
395,Municipalidad de La Unión,Costa Rica,6
396,Puerto Varas,Chile,4
397,Alcaldía Distrital de Barranquilla,Colombia,5
398,Alcaldía de Cuenca,Ecuador,7
399,Bogotá Distrito Capital,Colombia,5
400,Gobierno Autónomo Municipal de Tarija,Bolivia,2
401,Oreamuno,Costa Rica,6
402,Prefeitura da Cidade de São José do Rio Preto,Brazil,3
403,Metepec,Mexico,10
404,Municipality of Medellín,Colombia,5
405,Prefeitura de Engenheiro Coelho,Brazil,3
406,Municipalidad de Tampico,Mexico,10
407,Prefeitura de São Paulo,Brazil,3
408,Prefeitura de Vitória,Brazil,3
409,Municipality of San Martín de los Andes,Argentina,1
410,Municipio de Tierras Altas,Panama,11
411,Prefeitura do município de Paiçandu,Brazil,3
412,Municipio de Loja,Ecuador,7
413,Municipio de Torreón,Mexico,10
414,Municipio de Iztapa,Guatemala,8
415,Santiago de Guayaquil,Ecuador,7
416,Municipio de Maneiro,Venezuela,15
417,Alcaldia Distrital de Cartagena de Indias,Colombia,5
418,Lince,Peru,13
419,Alcaldia de Madrid,Colombia,5
420,Municipalidad de Concepción,Chile,4
421,Mongui,Colombia,5
422,Prefeitura do município de Paiçandu,Brazil,3
423,Santa Bárbara (Costa Rica),Costa Rica,6
424,Prefeitura de Tangará da Serra,Brazil,3
425,Alcaldía de Ríohacha,Colombia,5
426,Municipality of Campinas,Brazil,3
427,Prefeitura de Pau Brasil,Brazil,3
428,Municipalidad de San Isidro (Lima),Peru,13
429,Puerto Cortés,Honduras,9
430,Prefeitura de Curvelo,Brazil,3
431,Gobierno Municipal de Toluca de Lerdo,Mexico,10
432,Prefeitura de Lorena,Brazil,3
433,Alcaldía de Sincelejo,Colombia,5
434,Prefeitura de Cordeirópolis,Brazil,3
435,Municipalidad Venado Tuerto,Argentina,1
436,San Rafael de Heredia,Costa Rica,6
437,Municipalidad Venado Tuerto,Argentina,1
438,Prefeitura de Caruaru,Brazil,3
439,Prefeitura Municipal de Petrolina,Brazil,3
440,Prefeitura de Joaçaba,Brazil,3
441,Municipalidad Distrital de Ate,Peru,13
442,Mongui,Colombia,5
443,Prefeitura de Betim,Brazil,3
444,Municipality of San Martín de los Andes,Argentina,1
445,Gámeza,Colombia,5
446,Municipality of Medellín,Colombia,5
447,Prefeitura de Serra Talhada,Brazil,3
448,Coatzacoalcos,Mexico,10
449,Alcaldia de Montería,Colombia,5
450,Ayuntamiento de Culiacán,Mexico,10
451,Chacabuco,Argentina,1
452,Prefeitura de Ilhabela,Brazil,3
453,Prefeitura de Carnaúba dos Dantas,Brazil,3
454,Prefeitura de Guanhães,Brazil,3
455,Guatemala City,Guatemala,8
456,Municipalidad de San Borja,Peru,13
457,Municipality of Tópaga,Colombia,5
458,Gobierno Municipal de León de los Aldamas,Mexico,10
459,Municipality of Tópaga,Colombia,5
460,Ayuntamiento de Cuernavaca,Mexico,10
461,Municipio de Tierras Altas,Panama,11
462,Prefeitura de Serra Talhada,Brazil,3
463,Rio das Flores,Brazil,3
464,Município de Aparecida,Brazil,3
465,Prefeitura de Iperó,Brazil,3
466,Alcaldia de Floridablanca,Colombia,5
467,Prefeitura da Cidade de São José do Rio Preto,Brazil,3
468,Municipalidad de Provincial de Arequipa,Peru,13
469,Municipio de Escuintla,Guatemala,8
470,Prefeitura de Pilões,Brazil,3
471,Municipalidad Distrital de La Molina,Peru,13
472,Prefeitura de Betim,Brazil,3
473,Beteitiva,Colombia,5
474,Municipalidad de Vitacura,Chile,4
475,Prefeitura de Guanhães,Brazil,3
476,Puerto Varas,Chile,4
477,Municipalidad de Vitacura,Chile,4
478,Mongua,Colombia,5
479,Gobierno Municipal de León de los Aldamas,Mexico,10
480,Gobierno Municipal de León de los Aldamas,Mexico,10
481,Prefeitura de Conde (Paraíba),Brazil,3
482,Municipalidad de Montecarlo,Argentina,1
483,Aipromades Lago de Chapala,Mexico,10
484,Ciudad de Mendoza,Argentina,1
485,Gobierno Municipal de León de los Aldamas,Mexico,10
486,Municipalidad  de Rosario,Argentina,1
487,Santa Bárbara (Costa Rica),Costa Rica,6
488,San Pedro Garza García,Mexico,10
489,Playa del Carmen,Mexico,10
490,Municipality of Recife,Brazil,3
491,City of Buenos Aires,Argentina,1
492,Bogotá Distrito Capital,Colombia,5
493,Prefeitura de Ilhabela,Brazil,3
494,Lince,Peru,13
495,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),Mexico,10
496,Municipalidad de Puerto Barrios,Guatemala,8
497,Prefeitura de Curvelo,Brazil,3
498,Municipalidad de la Ciudad de Neuquén,Argentina,1
499,Municipalidad de San José,Costa Rica,6
500,Municipio de Tierras Altas,Panama,11
501,Municipalidad de General Alvear (Mendoza),Argentina,1
502,City of Salvador,Brazil,3
503,Prefeitura de Monteiro Lobato,Brazil,3
504,Municipalidad Distrital de Jesús María,Peru,13
505,Nueva Concepción,Guatemala,8
506,Prefeitura Municipal de Sertãozinho,Brazil,3
507,San Pedro Garza García,Mexico,10
508,Prefeitura Municipal de Canoas,Brazil,3
509,Alcaldia de Pereira,Colombia,5
510,Godoy Cruz,Argentina,1
511,City of Salvador,Brazil,3
512,Prefeitura de Guarulhos,Brazil,3
513,Municipalidad de Montecarlo,Argentina,1
514,Ayuntamiento de Apodaca,Mexico,10
515,Guaminí,Argentina,1
516,Lince,Peru,13
517,Municipalidad de Independencia,Chile,4
518,Prefeitura de Serra Talhada,Brazil,3
519,Municipalidad  de Valparaíso,Chile,4
520,Renca,Chile,4
521,Municipio de Escuintla,Guatemala,8
522,San Sebastián de Mariquita,Colombia,5
523,Municipalidad de Belén,Costa Rica,6
524,Zarcero,Costa Rica,6
525,Mexico City,Mexico,10
526,Municipalidad de Providencia,Chile,4
527,Prefeitura de Aracaju,Brazil,3
528,Santa Ana (Costa Rica),Costa Rica,6
529,Alcaldia Distrital de Cartagena de Indias,Colombia,5
530,Manta,Ecuador,7
531,Ciudad de Asunción,Paraguay,12
532,Alcaldia de Pereira,Colombia,5
533,San Rafael de Heredia,Costa Rica,6
534,Municipality of Campinas,Brazil,3
535,Ayuntamiento de Jesús María,Mexico,10
536,Municipio de Mérida,Mexico,10
537,Municipality of Santa Catarina,Mexico,10
538,Oreamuno,Costa Rica,6
539,Municipalidad  de Rosario,Argentina,1
540,Prefeitura de Osasco,Brazil,3
541,Prefeitura de Alexânia,Brazil,3
542,Puerto Varas,Chile,4
543,Prefeitura de São José dos Pinhais,Brazil,3
544,Prefeitura da Cidade de São José do Rio Preto,Brazil,3
545,Distrito Metropolitano de Quito,Ecuador,7
546,Prefeitura de Campo Grande,Brazil,3
547,Municipalidad de Maipú,Chile,4
548,Prefeitura de Engenheiro Coelho,Brazil,3
549,Prefeitura de Sorocaba,Brazil,3
550,Prefeitura de Pilões,Brazil,3
551,San Carlos Sud,Argentina,1
552,Prefeitura de Itatiba,Brazil,3
553,Alcaldía de Ibagué,Colombia,5
554,Prefeitura de Rafard,Brazil,3
555,Prefeitura de Dois Irmãos,Brazil,3
556,Zarcero,Costa Rica,6
557,Ayuntamiento de Jesús María,Mexico,10
558,Prefeitura de Sorocaba,Brazil,3
559,Concejo Municipal de Distrito de Monte Verde,Costa Rica,6
560,City of Goiânia,Brazil,3
561,Ayuntamiento de Hermosillo,Mexico,10
562,Municipalidad de Montecarlo,Argentina,1
563,Municipalidad de Miraflores,Peru,13
564,Prefeitura de Abaetetuba,Brazil,3
565,Municipalidad de Talca,Chile,4
566,Municipality of Patagones,Argentina,1
567,City of Buenos Aires,Argentina,1
568,Municipalidad de Maipú,Chile,4
569,Prefeitura de São Leopoldo,Brazil,3
570,Municipalidad de Concepción,Chile,4
571,Municipalidad de Quepos,Costa Rica,6
572,Ayuntamiento de Hermosillo,Mexico,10
573,Camilo Aldao,Argentina,1
574,Municipalidad de Provincial de Arequipa,Peru,13
575,Bogotá Distrito Capital,Colombia,5
576,San Pedro de la Paz,Chile,4
577,Prefeitura de Nova Santa Rita,Brazil,3
578,Prefeitura de Caruaru,Brazil,3
579,Municipality of Caldas,Colombia,5
580,Alcaldía de Tegucigalpa,Honduras,9
581,Municipality of San Antonio de Areco,Argentina,1
582,San Bernardo,Chile,4
583,Prefeitura de Rafard,Brazil,3
584,Gobierno Municipal de León de los Aldamas,Mexico,10
585,Prefeitura de Nova Santa Rita,Brazil,3
586,Floresta,Colombia,5
587,San Rafael de Heredia,Costa Rica,6
588,Municipalidad de Santiago,Chile,4
589,Municipalidad de Talca,Chile,4
590,Guaminí,Argentina,1
591,Reconquista,Argentina,1
592,Alcaldia de Valdivia,Chile,4
593,Prefeitura do Jaboatão dos Guararapes,Brazil,3
594,Municipalidad de Providencia,Chile,4
595,Prefeitura de Aracaju,Brazil,3
596,Municipalidad de Miraflores,Peru,13
597,Prefeitura de Conde (Paraíba),Brazil,3
598,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),Mexico,10
599,Prefeitura de Manaus,Brazil,3
600,Ciudad Madero,Mexico,10
601,Municipio de Escuintla,Guatemala,8
602,Prefeitura do Jaboatão dos Guararapes,Brazil,3
603,Alcaldia Distrital de Cartagena de Indias,Colombia,5
604,Alcaldía de Tegucigalpa,Honduras,9
605,Ayuntamiento de Atenguillo,Mexico,10
606,Prefeitura de Palmas,Brazil,3
607,Gámeza,Colombia,5
608,Prefeitura de Brasiléia,Brazil,3
609,Municipalidad de General Alvear (Mendoza),Argentina,1
610,Prefeitura de Cocal do Sul,Brazil,3
611,Ayuntamiento de Hermosillo,Mexico,10
612,Alcaldia de Montería,Colombia,5
613,Municipality of Campinas,Brazil,3
614,Prefeitura de Treze Tílias,Brazil,3
615,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico,10
616,Prefeitura de Iperó,Brazil,3
617,Prefeitura de Guabiruba,Brazil,3
618,Playa del Carmen,Mexico,10
619,Municipalidad de San José,Costa Rica,6
620,Municipalidad Distrital de Jesús María,Peru,13
621,Gámeza,Colombia,5
622,Metepec,Mexico,10
623,Municipalidad de Machu Picchu,Peru,13
624,Alcaldía de Sincelejo,Colombia,5
625,Ayuntamiento de Zapopan,Mexico,10
626,Ayuntamiento de Zapopan,Mexico,10
627,Prefeitura do Rio de Janeiro,Brazil,3
628,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),Mexico,10
629,Renca,Chile,4
630,Prefeitura de Palmas,Brazil,3
631,Prefeitura de Serra Talhada,Brazil,3
632,Lince,Peru,13
633,Municipalidad de Peñalolén,Chile,4
634,Prefeitura Municipal de João Pessoa,Brazil,3
635,Municipality of Caldas,Colombia,5
636,Montes de Oca,Costa Rica,6
637,Municipalidad de San José,Costa Rica,6
638,Municipalidad de San Carlos de Bariloche,Argentina,1
639,Municipio de Tierras Altas,Panama,11
